Unnamed: 0,User,Age,Country,Platform,Day,Month,Year,Hour,Likes,Retweets,Comment,Hashtags,worlds,value_worlds,Sentiment,Timestamp,Daily Social Media Time (hrs)
452,OverwhelmedHighSchoolStudent,15,USA,Twitter,11,9,2023,15,28,15,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,#SchoolChallenges #HighSchoolStruggles,684,688,Sad,2023-09-11 15:45:00.000000 UTC,2.98
453,OverwhelmedSoul,59,Australia,Instagram,8,5,2019,14,15,8," Helplessness engulfs me, drowning in a sea of problems.",#Helplessness #Struggling,186,188,Helplessness,2019-05-08 14:20:00.000000 UTC,0.99
454,PaintSpillHighSchool,40,UK,Instagram,7,8,2023,19,45,22,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",#ArtisticMishaps #HighSchoolArt,649,653,Embarrassed,2023-08-07 19:45:00.000000 UTC,3.66
455,PalateStainer,64,Germany,Instagram,22,10,2019,17,30,15,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",#Bitterness #StainedTrust,445,449,Bitterness,2019-10-22 17:00:00.000000 UTC,3.89
456,PaperPlaneExpertHighSchool,16,USA,Instagram,21,8,2023,15,30,15,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,#PaperPlaneExpert #HighSchoolArt,663,667,Joy,2023-08-21 15:45:00.000000 UTC,7.56
457,ParisDreamer,41,France,Twitter,12,5,2018,17,55,28,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",#Reflection #ParisianDreams,491,495,Reflection,2018-05-12 17:30:00.000000 UTC,4.47
458,PartTimeJobExplorationHighSchool,63,USA,Facebook,8,10,2023,15,48,24,Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,#CareerDevelopment #HighSchoolJobs,711,715,Neutral,2023-10-08 15:15:00.000000 UTC,3.44
459,PathfinderSpirit,40,USA,Facebook,3,12,2019,13,40,20," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",#Determination #ExtraordinaryPath,234,238,Determination,2019-12-03 13:45:00.000000 UTC,4.23
460,PeakConqueror,45,USA,Twitter,5,1,2020,8,46,23," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",#Proud #ScalingPeaks,266,270,Proud,2020-01-05 08:45:00.000000 UTC,5.79
461,PeakConqueror,49,USA,Twitter,5,1,2020,8,46,23," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",#Proud #ScalingPeaks,280,284,Proud,2020-01-05 08:45:00.000000 UTC,5.01
462,PeakConqueror,36,USA,Twitter,5,1,2020,8,46,23," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",#Proud #ScalingPeaks,294,298,Proud,2020-01-05 08:45:00.000000 UTC,5.92
463,PenPalConnectionHighSchool,45,Canada,Facebook,21,10,2023,17,45,23,Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,#GlobalFriendship #HighSchoolCorrespondence,724,728,Happy,2023-10-21 17:30:00.000000 UTC,4.47
464,PersonalAchiever,43,Australia,Instagram,19,2,2023,16,60,30,Pride in achieving a personal milestone.,#Pride #Milestone,75,77,Pride,2023-02-19 16:00:00.000000 UTC,2.76
465,PersonalJourney,59,USA,Facebook,20,5,2021,17,50,25,Overwhelmed by the support received during a personal challenge.,#Overwhelmed #SupportiveCommunity,338,342,Overwhelmed,2021-05-20 17:30:00.000000 UTC,4.03
466,PersonalSetbackHighSchool,15,USA,Twitter,17,9,2023,20,44,22,Dealing with a personal setback. Sometimes life throws unexpected challenges.,#LifeChallenges #HighSchoolStruggles,690,694,Sad,2023-09-17 20:45:00.000000 UTC,0.73
467,PetAdopter,27,Canada,Instagram,19,1,2023,17,30,15,Just adopted a cute furry friend! 🐾,#PetAdoption #FurryFriend,16,16,Positive,2023-01-19 17:10:00.000000 UTC,7.79
468,PetAdorer,62,UK,Twitter,17,2,2023,10,45,22,Overflowing with adoration for my adorable pet! 🐾,#Adoration #PetLove,68,70,Adoration,2023-02-17 10:45:00.000000 UTC,3.04
469,PetAmuser,59,UK,Instagram,23,2,2023,14,35,18,Amused by the antics of my pet—it's pure amusement!,#Amusement #PetAntics,84,86,Amusement,2023-02-23 14:20:00.000000 UTC,5.71
470,PetLove,36,Canada,Twitter,10,2,2016,19,50,25,Tenderness in a quiet moment shared with a pet.,#Tenderness #PetLove,158,160,Tenderness,2016-02-10 19:45:00.000000 UTC,7.05
471,PetraExplorer,45,Jordan,Twitter,28,1,2023,13,60,30,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",#Amazement #AncientTales,498,502,Amazement,2023-01-28 13:00:00.000000 UTC,5.63
452,OverwhelmedHighSchoolStudent,27,USA,Twitter,11,9,2023,15,28,15,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,#SchoolChallenges #HighSchoolStruggles,684,688,Sad,2023-09-11 15:45:00.000000 UTC,5.46
453,OverwhelmedSoul,22,Australia,Instagram,8,5,2019,14,15,8," Helplessness engulfs me, drowning in a sea of problems.",#Helplessness #Struggling,186,188,Helplessness,2019-05-08 14:20:00.000000 UTC,6.3
454,PaintSpillHighSchool,37,UK,Instagram,7,8,2023,19,45,22,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",#ArtisticMishaps #HighSchoolArt,649,653,Embarrassed,2023-08-07 19:45:00.000000 UTC,6.95
455,PalateStainer,31,Germany,Instagram,22,10,2019,17,30,15,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",#Bitterness #StainedTrust,445,449,Bitterness,2019-10-22 17:00:00.000000 UTC,3.03
456,PaperPlaneExpertHighSchool,43,USA,Instagram,21,8,2023,15,30,15,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,#PaperPlaneExpert #HighSchoolArt,663,667,Joy,2023-08-21 15:45:00.000000 UTC,1.37
472,PhoenixExplorer,17,UK,Twitter,25,10,2019,16,30,15," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",#Inspired #CreativePhoenix,257,261,Inspired,2019-10-25 16:50:00.000000 UTC,2.61
473,PhotoClubHighSchool,63,USA,Instagram,4,8,2023,16,45,22,"Started a photography club at school. Capturing moments, one snapshot at a time! ",#PhotographyClub #HighSchoolPhotographer,646,650,Joy,2023-08-04 16:30:00.000000 UTC,4.91
474,PhotographyEnthusiastMarketMoments,64,Australia,Instagram,22,3,2019,21,45,22,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",#Vibrancy #MarketStories,570,574,Vibrancy,2019-03-22 21:45:00.000000 UTC,3.62
475,PhotographyHobbyHighSchool,49,UK,Instagram,10,10,2023,14,49,25,Exploring a new hobby of photography during free time. Capturing moments through a lens.,#PhotographyJourney #HighSchoolHobbies,713,717,Neutral,2023-10-10 14:15:00.000000 UTC,3.3
476,PhotographySenior,40,USA,Instagram,17,6,2023,15,70,35,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,#NatureCapture #SeniorMoments,609,613,Joy,2023-06-17 15:00:00.000000 UTC,6.64
477,PhysicsWhizHighSchool,29,USA,Instagram,1,8,2023,13,40,20,"Survived a challenging physics exam. Equations, you won't defeat me! ",#PhysicsSurvivor #HighSchoolAdventures,643,647,Relief,2023-08-01 13:30:00.000000 UTC,6.18
478,PlayfulParent,55,Japan,Facebook,15,12,2020,15,45,22,Giggles and joy echo in the air during a children's playdate.,#PlayfulJoy #ChildrensPlaydate,373,377,PlayfulJoy,2020-12-15 15:45:00.000000 UTC,4.06
479,PoisonedHeart,48,Australia,Facebook,15,12,2015,16,50,25,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",#Bitterness #WoundedHeart,435,439,Bitterness,2015-12-15 16:15:00.000000 UTC,1.5
480,PoisonedMind,21,USA,Facebook,5,8,2018,16,15,8," Jealousy poisons my thoughts, resentment brewing within.",#Jealousy #Resentment,193,195,Jealousy,2018-08-05 16:30:00.000000 UTC,0.72
481,PossibilityGhost,60,Spain,Twitter,8,11,2019,14,35,18,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",#Regret #FadingPossibilities,452,456,Regret,2019-11-08 14:45:00.000000 UTC,2.34
482,ProductivityPro,55,USA,Instagram,21,1,2023,16,60,30,Productive day ticking off my to-do list.,#Productivity #WorkFromHome,22,22,Positive,2023-01-21 16:45:00.000000 UTC,4
483,ProductivityWin,62,India,Instagram,29,1,2023,17,45,22,Feeling accomplished after a productive day.,#Accomplished #Success,43,44,Positive,2023-01-29 17:00:00.000000 UTC,3.9
484,ProductLaunchJoy,50,USA,Facebook,3,4,2022,11,30,15,The euphoria of a successful product launch.,#Euphoria #ProductLaunchSuccess,151,153,Euphoria,2022-04-03 11:45:00.000000 UTC,3.73
485,ProjectEnthusiast,44,USA,Instagram,15,6,2018,16,30,15,Enthusiastically diving into a new project.,#Enthusiasm #NewProject,120,122,Enthusiasm,2018-06-15 16:00:00.000000 UTC,3.94
486,ProjectFailureDespairHighSchool,34,UK,Facebook,28,9,2023,22,41,21,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,#ProjectStruggles #HighSchoolHardships,701,705,Sad,2023-09-28 22:00:00.000000 UTC,2.43
487,ProjectGradeDisappointmentHighSchool,61,UK,Facebook,16,9,2023,17,38,19,Received a not-so-great grade on a major project. Academic frustration setting in.,#AcademicFrustration #HighSchoolStress,689,693,Bad,2023-09-16 17:30:00.000000 UTC,4.33
488,ProjectStruggle,58,India,Twitter,25,2,2023,9,35,18,Disappointed with the lack of progress in a personal project.,#Disappointed #Project,89,91,Disappointed,2023-02-25 09:00:00.000000 UTC,1.81
489,PromDreamerHighSchool,15,Canada,Twitter,5,8,2023,19,60,30,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",#PromDreams #HighSchoolFairytale,647,651,Excitement,2023-08-05 19:45:00.000000 UTC,2.5
490,PromiseGallery,14,Brazil,Facebook,28,1,2022,13,30,15,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",#Betrayal #ShatteredVows,469,473,Betrayal,2022-01-28 13:45:00.000000 UTC,1
491,ProudFriend,32,USA,Instagram,13,2,2023,10,60,30,Pure happiness: celebrating a loved one's achievement!,#Happiness #Celebration,57,59,Happiness,2023-02-13 10:00:00.000000 UTC,0.56
492,PublicSpeaker,55,USA,Instagram,2,4,2020,17,30,15,Confidence soars after overcoming public speaking anxiety.,#Confidence #OvercomingAnxiety,360,364,Confidence,2020-04-02 17:30:00.000000 UTC,2.58
493,PuppyAdmirer,64,UK,Twitter,26,2,2023,10,45,22,Overflowing adoration for a cute rescue puppy! 🐶,#Adoration #PuppyLove,92,94,Adoration,2023-02-26 10:45:00.000000 UTC,6.6
494,PuzzleComposer,20,India,Instagram,17,12,2020,9,24,12," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",#Frustrated #UnsolvablePuzzle,306,310,Frustrated,2020-12-17 09:20:00.000000 UTC,4.12
495,PuzzleMaster,43,India,Twitter,28,11,2019,18,45,22,Fulfillment in completing a challenging puzzle.,#Fulfillment #PuzzleChallenge,161,163,Fulfillment,2019-11-28 18:20:00.000000 UTC,1.29
496,PuzzleSolver,32,Denmark,Instagram,8,6,2022,15,40,20,Euphoria floods in as the final puzzle piece clicks into place.,#Euphoria #PuzzleCompletion,389,393,Euphoria,2022-06-08 15:30:00.000000 UTC,4.23
497,PuzzleSolver,63,Denmark,Instagram,8,6,2022,15,40,20,Euphoria floods in as the final puzzle piece fits perfectly.,#Euphoria #PerfectPuzzle,409,413,Euphoria,2022-06-08 15:30:00.000000 UTC,5.98
498,QueenTributeFan,56,UK,Instagram,2,12,2018,22,45,22,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",#Nostalgia #QueenTribute,514,518,Nostalgia,2018-12-02 22:15:00.000000 UTC,3.52
499,QuicksandFighter,56,USA,Twitter,18,10,2016,19,40,20,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",#Despair #DeepDescent,465,469,Despair,2016-10-18 19:30:00.000000 UTC,2.08
500,QuiltedCompassion,37,Brazil,Facebook,5,5,2019,12,50,25,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",#Kindness #LoveStitches,479,483,Kindness,2019-05-05 12:15:00.000000 UTC,1.91
501,RainbowChaser,34,USA,Twitter,12,6,2017,18,70,35,Wonderment at the beauty of a double rainbow after the rain.,#Wonderment #DoubleRainbow,365,369,Wonderment,2017-06-12 18:20:00.000000 UTC,0.64
502,RainDanceCelebrationHighSchool,27,Canada,Facebook,25,8,2023,14,50,25,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,#RainDance #HighSchoolJoy,667,671,Joy,2023-08-25 14:15:00.000000 UTC,7.81
503,RainDancer,15,Canada,Facebook,8,7,2020,18,44,22," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",#Playful #DanceInTheRain,255,259,Playful,2020-07-08 18:00:00.000000 UTC,3.34
504,RaindropHarmony,57,Canada,Twitter,12,4,2020,19,50,25," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",#Serenity #RaindropMelody,235,239,Serenity,2020-04-12 19:30:00.000000 UTC,2.26
505,RainNurturer,55,Canada,Facebook,1,7,2021,12,42,21," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",#Compassionate #TearsOfEmpathy,265,269,Compassionate,2021-07-01 12:10:00.000000 UTC,7.64
506,RainNurturer,64,Canada,Instagram,1,7,2021,12,42,21," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",#Compassionate #TearsOfEmpathy,279,283,Compassionate,2021-07-01 12:10:00.000000 UTC,3.54
507,RainNurturer,64,Canada,Instagram,1,7,2021,12,42,21," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",#Compassionate #TearsOfEmpathy,293,297,Compassionate,2021-07-01 12:10:00.000000 UTC,7.38
508,RainWatcher,41,Australia,Twitter,8,11,2017,21,35,18,Calmness found in the rhythm of raindrops on the windowpane.,#Calmness #RainyDays,337,341,Calmness,2017-11-08 21:20:00.000000 UTC,1.16
509,RainyDayBluesHighSchool,52,USA,Twitter,20,9,2023,12,35,18,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,#BadLuck #HighSchoolWeather,693,697,Bad,2023-09-20 12:30:00.000000 UTC,7.71
510,RainyDays,62,Canada,Facebook,16,1,2023,14,20,10,Rainy days call for cozy blankets and hot cocoa.,#RainyDays #Cozy,6,6,Positive,2023-01-16 14:45:00.000000 UTC,7.14
511,Reflections,57,USA,Facebook,19,1,2023,13,40,20,Reflecting on the past and looking ahead.,#Reflection #Future,15,15,Positive,2023-01-19 13:20:00.000000 UTC,5.36
512,ReflectiveSelf,25,India,Facebook,19,2,2023,19,30,15,A moment of shame for not standing up against injustice.,#Shame #Injustice,76,78,Shame,2023-02-19 19:45:00.000000 UTC,6.55
513,ReflectiveSelf2,36,India,Facebook,28,2,2023,19,30,15,A moment of shame for not speaking up against injustice.,#Shame #Injustice,100,102,Shame,2023-02-28 19:45:00.000000 UTC,4.14
514,ReflectiveSelf3,19,UK,Twitter,3,3,2023,12,30,15,Shame for not being true to my values in a difficult situation.,#Shame #Integrity,109,111,Shame,2023-03-03 12:00:00.000000 UTC,1.65
515,RegretfulMind,62,USA,Twitter,15,12,2018,16,25,12,Regret for decisions that led to a painful present.,#Regret #PastChoices,188,190,Regret,2018-12-15 16:00:00.000000 UTC,3.83
516,RegretRiver,44,UK,Instagram,28,4,2017,16,35,18,"Swept away by the river of regret, the currents of the past refusing to release. ",#Regret #PastCurrents,467,471,Regret,2017-04-28 16:20:00.000000 UTC,2.34
517,RemorsefulSoul,24,UK,Facebook,25,8,2017,16,25,12,Regret over missed opportunities haunts my thoughts.,#Regret #MissedChances,175,177,Regret,2017-08-25 16:00:00.000000 UTC,5.03
518,RemorseWalker,47,Canada,Instagram,18,4,2022,11,50,25,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",#Regret #PathOfRemorse,442,446,Regret,2022-04-18 11:30:00.000000 UTC,5.46
519,ResilientFortress,45,UK,Twitter,18,10,2019,14,22,11," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",#Numbness #StoicResilience,229,233,Numbness,2019-10-18 14:30:00.000000 UTC,3.72
520,ResilientSpirit,31,India,Facebook,18,9,2020,13,20,10," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",#Determination #AchieveTheImpossible,205,207,Determination,2020-09-18 13:45:00.000000 UTC,2.08
521,RestlessMind,18,UK,Facebook,5,9,2018,9,20,10," Anxiety grips my chest, a relentless grip on my thoughts.",#Anxiety #Restlessness,184,186,Anxiety,2018-09-05 09:30:00.000000 UTC,4.95
522,RiverNavigator,47,Canada,Instagram,27,4,2019,9,40,20," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",#Contentment #TranquilWaters,270,274,Contentment,2019-04-27 09:50:00.000000 UTC,2.32
523,RiverNavigator,40,Canada,Instagram,27,4,2019,9,40,20," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",#Contentment #TranquilWaters,284,288,Contentment,2019-04-27 09:50:00.000000 UTC,6.31
524,RiverOfSorrow,53,Canada,Instagram,15,9,2020,18,45,22,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",#Sorrow #AutumnLeaves,454,458,Sorrow,2020-09-15 18:15:00.000000 UTC,0.62
525,RoadTripper,40,UK,Instagram,24,1,2023,17,35,18,Weekend road trip to explore scenic views.,#RoadTrip #ScenicViews,31,32,Positive,2023-01-24 17:30:00.000000 UTC,4.16
526,RoadTripper2,57,India,Twitter,2,3,2023,16,50,25,Excitement for a weekend road trip to explore new places.,#Excitement #WeekendAdventure,106,108,Excitement,2023-03-02 16:45:00.000000 UTC,7.44
527,RoadTripSenior,41,Canada,Facebook,19,6,2023,16,45,22,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",#CherishedPlaces #SeniorTravel,611,615,Joy,2023-06-19 16:30:00.000000 UTC,5.83
528,RollercoasterFan,42,Germany,Facebook,25,7,2020,12,45,22,Embracing the thrill of speed on a rollercoaster's exhilarating twists.,#Thrill #RollercoasterAdventure,379,383,Thrill,2020-07-25 12:45:00.000000 UTC,3.84
529,RuinedHeart,58,Australia,Instagram,28,10,2022,11,50,25," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",#Devastated #EchoesOfShatteredDreams,327,331,Devastated,2022-10-28 11:15:00.000000 UTC,1.14
530,RuinsExplorer,33,Greece,Twitter,18,4,2023,17,35,,Pensive contemplation amid the ancient ruins of a forgotten civilization.,#Pensive #AncientCivilization,378,382,Pensive,2023-04-18 17:10:00.000000 UTC,7.54
531,RuinsExplorer,19,Greece,Twitter,18,4,2023,17,35,,Reflective contemplation amid the ruins of a forgotten era.,#Reflection #ForgottenEra,398,402,Reflection,2023-04-18 17:10:00.000000 UTC,7.62
532,RumorVictimHighSchool,14,UK,Facebook,22,9,2023,18,46,23,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,#RumorMills #HighSchoolDrama,695,699,Hate,2023-09-22 18:20:00.000000 UTC,6.06
533,SandStrider,52,Australia,Instagram,15,2,2022,13,50,25," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",#Confident #FootprintsOfAssuredness,259,263,Confident,2022-02-15 13:15:00.000000 UTC,5.03
534,SantoriniTraveler,45,Greece,Facebook,10,9,2016,19,45,22,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",#Serenity #SunsetHues,497,501,Serenity,2016-09-10 19:15:00.000000 UTC,5.27
535,ScavengerHuntMasterHighSchool,49,UK,Instagram,24,8,2023,18,38,20,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,#SurpriseAdventure #HighSchoolFun,666,670,Excitement,2023-08-24 18:20:00.000000 UTC,4.24
536,SchoolAssemblyParticipationHighSchool,24,Canada,Twitter,9,10,2023,22,40,20,Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,#SchoolEvents #HighSchoolConnectivity,712,716,Neutral,2023-10-09 22:00:00.000000 UTC,1.81
537,SchoolProjectCollaborationHighSchool,20,Canada,Twitter,6,10,2023,17,36,18,Collaborating on a school project with peers. Teamwork makes the dream work.,#Teamwork #HighSchoolProjects,709,713,Neutral,2023-10-06 17:30:00.000000 UTC,5.49
538,ScienceEnthusiastDiscoveryMoment,13,Germany,Twitter,20,5,2020,16,55,28,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ",#Breakthrough #ScientificDiscovery,565,569,Breakthrough,2020-05-20 16:30:00.000000 UTC,1.27
539,ScienceExperimentProHighSchool,31,UK,Twitter,3,9,2023,22,44,23,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,#ScienceGeek #HighSchoolExperiments,676,680,Excitement,2023-09-03 22:00:00.000000 UTC,6.21
540,ScienceFairParticipationHighSchool,43,USA,Facebook,11,10,2023,16,37,19,Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,#ScienceFair #HighSchoolScience,714,718,Neutral,2023-10-11 16:45:00.000000 UTC,3.77
541,ScienceProjectSuccessHighSchool,33,UK,Facebook,18,8,2017,18,39,20,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,#ScienceFairWinner #HighSchoolScience,728,732,Happy,2017-08-18 18:20:00.000000 UTC,5.13
542,SeaBreezeLover,35,Spain,Twitter,20,9,2021,14,35,18,Rejuvenated by the salty breeze and the sound of waves at the seaside.,#Rejuvenation #SeasideEscape,384,388,Rejuvenation,2021-09-20 14:30:00.000000 UTC,5.85
543,SeaBreezeLover,60,Spain,Twitter,20,9,2021,14,35,18,Rejuvenated by the salty breeze and the sound of waves at the seaside.,#Rejuvenation #SeasideEscape,404,408,Rejuvenation,2021-09-20 14:30:00.000000 UTC,5.7
544,SecretHandshakeHighSchool,31,USA,Facebook,30,8,2023,17,40,20,Creating a secret handshake with friends. Friendship level: Expert!,#FriendshipGoals #HighSchoolMemories,672,676,Joy,2023-08-30 17:30:00.000000 UTC,3.37
545,SeekerOfUnknowns,39,UK,Instagram,8,5,2022,8,45,22," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",#Curiosity #SeekerOfKnowledge,236,240,Curiosity,2022-05-08 08:45:00.000000 UTC,3.93
546,SeekingClarity,53,UK,Facebook,2,4,2020,9,20,10," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",#Confusion #LifePuzzle,199,201,Confusion,2020-04-02 09:45:00.000000 UTC,1.25
547,SelfDoubt,33,India,Instagram,3,6,2018,16,15,8," Jealousy gnaws at my confidence, a toxic emotion.  ",#Jealousy #Insecurity,180,182,Jealousy,2018-06-03 16:30:00.000000 UTC,0.89
548,SelfieAddict,45,UK,Facebook,22,5,2023,14,45,22,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes,#SelfieStruggle #TeenConfessions,583,587,Joy,2023-05-22 14:30:00.000000 UTC,6.08
549,SelfLoveAdvocate,57,Australia,Facebook,20,8,2021,16,30,15," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",#Acceptance #SelfLoveJourney,214,216,Acceptance,2021-08-20 16:20:00.000000 UTC,6.24
550,SeniorActor,62,USA,Facebook,9,7,2023,22,40,20,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",#StagePassion #SeniorTheater,631,635,Joy,2023-07-09 22:30:00.000000 UTC,3.77
551,SeniorBallroomDancer,20,USA,Twitter,14,7,2023,16,40,20,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",#GracefulMoves #SeniorDance,636,640,Joy,2023-07-14 16:15:00.000000 UTC,5.98
552,SeniorBookClub,61,UK,Instagram,7,7,2023,19,45,22,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",#BookishTalks #SeniorBookworms,629,633,Joy,2023-07-07 19:45:00.000000 UTC,5.22
553,SeniorCharityRunner,38,Canada,Twitter,20,7,2023,17,60,30,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",#RunForACause #SeniorSupport,642,646,Excitement,2023-07-20 17:00:00.000000 UTC,6.28
554,SeniorCyclingEnthusiast,26,USA,Facebook,12,7,2023,13,50,25,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",#OpenRoadAdventures #SeniorCycling,634,638,Excitement,2023-07-12 13:45:00.000000 UTC,3.33
555,SeniorHikerExplorer,36,UK,Instagram,10,7,2023,14,55,28,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",#NatureTrailBlazer #SeniorExplorer,632,636,Excitement,2023-07-10 14:20:00.000000 UTC,0.68
556,SeniorJazzFestivalGoer,63,USA,Facebook,18,7,2023,16,50,25,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",#TimelessTunes #SeniorJazz,640,644,Joy,2023-07-18 16:30:00.000000 UTC,0.84
557,SeniorMemoriesHost,38,USA,Instagram,16,7,2023,14,60,30,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",#FriendshipAdventures #SeniorNostalgia,638,642,Gratitude,2023-07-16 14:00:00.000000 UTC,0.71
558,SeniorPaintingOrganizer,30,Canada,Facebook,15,7,2023,19,55,28,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",#CommunityArt #SeniorCreativity,637,641,Joy,2023-07-15 19:30:00.000000 UTC,0.51
559,SeniorPhotographerExhibitor,45,Canada,Twitter,11,7,2023,18,45,22,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,#LifeInPictures #SeniorExhibition,633,637,Gratitude,2023-07-11 18:45:00.000000 UTC,4.27
560,SeniorPicnicHost,25,Canada,Twitter,8,7,2023,16,60,30,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",#FriendshipSunshine #SeniorMemories,630,634,Contentment,2023-07-08 16:00:00.000000 UTC,7.09
561,SeniorStargazer,16,UK,Twitter,17,7,2023,22,35,18,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",#CelestialWonders #SeniorAstronomy,639,643,Curiosity,2023-07-17 22:15:00.000000 UTC,6.85
562,SeniorWineConnoisseur,19,UK,Instagram,13,7,2023,20,70,35,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",#AgedToPerfection #SeniorCheers,635,639,Joy,2023-07-13 20:00:00.000000 UTC,4.39
563,SeniorWordsmith,19,UK,Twitter,30,6,2023,19,55,,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",#SoulfulWriting #SeniorReflections,622,626,Gratitude,2023-06-30 19:30:00.000000 UTC,3.71
